title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Jaws,movie,"Adventure, Drama, Thriller",1975,tt0073195,8.1,679255,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
Jaws 2,movie,"Adventure, Horror, Thriller",1978,tt0077766,5.8,86729,US
The Lives of Others,movie,"Drama, Mystery, Thriller",2006,tt0405094,8.4,418896,"AT, CH, DE, LI, LU"
Monty Python's Life of Brian,movie,Comedy,1979,tt0079470,8,425514,NL
2 Fast 2 Furious,movie,"Action, Crime, Thriller",2003,tt0322259,5.9,303827,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GF, GH, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Big Fish,movie,"Adventure, Drama, Fantasy",2003,tt0319061,8,464498,JP
The Hours,movie,"Drama, Romance",2002,tt0274558,7.5,142703,"AD, AE, AL, AU, AZ, BA, BG, BH, BY, CH, CZ, DK, DZ, EG, ES, FI, FR, GB, GF, GI, GR, HR, HU, IE, IL, IN, IQ, IS, IT, JO, KR, KW, LB, LI, LT, LV, LY, MA, MC, MD, ME, MK, MT, NO, NZ, OM, PF, PK, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, SM, TN, TR, UA, YE"
The Da Vinci Code,movie,"Mystery, Thriller",2006,tt0382625,6.6,465908,"AD, AL, AT, BA, BG, CA, CH, CZ, DE, DK, EE, FI, FR, GF, HR, HU, IN, IS, JP, KR, LI, LT, LU, LV, MA, MC, ME, MK, MT, MU, NO, PF, PK, PL, RO, RS, SE, SI, SK, TR"
The Terminal,movie,"Comedy, Drama, Romance",2004,tt0362227,7.4,505542,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MK, MX, NI, PA, PE, PY, SI, SV, TC, TT, UY, VE"
Titanic,movie,"Drama, Romance",1997,tt0120338,7.9,1312647,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BS, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
City of God,movie,"Crime, Drama",2002,tt0317248,8.6,819133,BR
Full Metal Jacket,movie,"Drama, War",1987,tt0093058,8.2,806839,"AU, BE, NZ"
E.T. the Extra-Terrestrial,movie,"Adventure, Family, Sci-Fi",1982,tt0083866,7.9,446132,CA
The Matrix,movie,"Action, Sci-Fi",1999,tt0133093,8.7,2104414,"AD, BA, BE, BG, CA, CH, CZ, DK, ES, FI, HR, HU, IN, IT, JP, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, SM"
The Matrix Reloaded,movie,"Action, Sci-Fi",2003,tt0234215,7.2,642146,"AD, BE, DK, ES, FI, IN, JP, NO, PT, SE"
The Matrix Revolutions,movie,"Action, Sci-Fi",2003,tt0242653,6.7,552686,"AD, BE, DK, ES, FI, IN, JP, NO, PT, SE"
Men in Black,movie,"Action, Adventure, Comedy",1997,tt0119654,7.3,626436,"AD, AU, CH, DK, DZ, ES, FI, FR, GF, IN, MA, MC, MU, NO, NZ, PF, PK, SE"
Men in Black II,movie,"Action, Adventure, Comedy",2002,tt0120912,6.2,411854,"AD, AU, CH, DK, DZ, ES, FI, FR, GF, MA, MC, MU, NO, NZ, PF, SE"
Munich,movie,"Action, Drama, History",2005,tt0408306,7.5,243222,"AD, AE, AL, AO, AT, AU, AZ, BA, BE, BG, BH, BY, CH, CI, CM, CV, CZ, DE, DK, DZ, EG, ES, FI, FR, GB, GF, GH, GI, GQ, GR, HR, HU, IE, IL, IN, IQ, IS, IT, JO, JP, KE, KR, KW, LB, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MZ, NE, NG, NL, NO, NZ, OM, PF, PK, PL, PS, PT, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, TD, TN, TR, TZ, UA, UG, YE, ZA, ZM, ZW"
Wild Strawberries,movie,"Drama, Romance",1957,tt0050986,8.1,117417,"DK, FI, NO, SE"
The Last Samurai,movie,"Action, Drama",2003,tt0325710,7.8,480280,JP
Wild Things,movie,"Crime, Drama, Mystery",1998,tt0120890,6.6,133895,"IN, PK"
The Bodyguard,movie,"Action, Drama, Music",1992,tt0103855,6.4,151044,JP
Ghostbusters,movie,"Action, Comedy, Fantasy",1984,tt0087332,7.8,462764,"DZ, GB, GG, GI, IE"
The Ninth Gate,movie,"Mystery, Thriller",1999,tt0142688,6.7,201358,"AE, AL, AT, AU, AZ, BG, BH, BY, CZ, DE, EE, EG, FJ, GR, HR, HU, IQ, IT, JO, KW, LB, LI, LT, LU, LV, LY, MC, MD, ME, MK, MT, NZ, OM, PL, QA, RO, RS, SA, SI, SK, SM, TR, UA, YE"
Easy Rider,movie,"Adventure, Drama",1969,tt0064276,7.2,119081,"AZ, BY, MD, UA"
Interview with the Vampire,movie,"Drama, Fantasy, Horror",1994,tt0110148,7.5,356334,"AD, BE, CH, FR, GF, LU, MC, PF"
Bridget Jones's Diary,movie,"Comedy, Drama, Romance",2001,tt0243155,6.8,268975,"AU, CA, GB, GG, IE, NZ"
Life Is Beautiful,movie,"Comedy, Drama, Romance",1997,tt0118799,8.6,759858,"IT, SM"
Catch Me If You Can,movie,"Biography, Crime, Drama",2002,tt0264464,8.1,1129994,TZ
Final Fantasy VII: Advent Children,movie,"Action, Adventure, Animation",2005,tt0385700,7.1,58603,SG
Boyz n the Hood,movie,"Crime, Drama",1991,tt0101507,7.8,158802,"AE, AL, AO, AU, AZ, BA, BE, BG, BH, BY, CA, CI, CM, CV, CY, CZ, DK, EE, EG, FI, GB, GF, GG, GH, GI, GQ, GR, HR, HU, IE, IL, IQ, IS, JO, JP, KE, KR, KW, LB, LT, LU, LV, LY, MD, ME, MG, MK, ML, MT, MZ, NE, NG, NL, NO, NZ, PL, PS, QA, RO, RS, SA, SC, SE, SI, SK, SN, TR, TZ, UA, UG, US, ZA, ZM, ZW"
Troy,movie,"Adventure, Drama",2004,tt0332452,7.3,582249,"AD, ES, GB, GG, HR, IE, KR, PT, US"
Saw IV,movie,"Horror, Mystery, Thriller",2007,tt0890870,5.9,168625,"AL, AT, AU, AZ, BG, BR, BY, CA, CH, CZ, DE, DK, EE, FI, FJ, GR, HR, HU, IS, LT, LV, MD, ME, MK, NZ, PL, RO, RS, SI, SK, UA"
Central Station,movie,Drama,1998,tt0140888,8,43791,BR
Oldboy,movie,"Action, Drama, Mystery",2003,tt0364569,8.3,656460,"HK, KR, US"
Harry Potter and the Sorcerer's Stone,movie,"Adventure, Family, Fantasy",2001,tt0241527,7.6,879130,"AU, GB, GG, IE, JP"
Harry Potter and the Chamber of Secrets,movie,"Adventure, Family, Fantasy",2002,tt0295297,7.4,709883,"AU, GB, GG, IE, JP"
Harry Potter and the Prisoner of Azkaban,movie,"Adventure, Family, Fantasy",2004,tt0304141,7.9,709930,"AU, GB, GG, IE, JP"
Harry Potter and the Goblet of Fire,movie,"Adventure, Family, Fantasy",2005,tt0330373,7.7,698509,"AU, GB, GG, IE, JP"
Harry Potter and the Order of the Phoenix,movie,"Action, Adventure, Family",2007,tt0373889,7.5,649140,"AU, GB, GG, IE, JP"
Pulp Fiction,movie,"Crime, Drama",1994,tt0110912,8.9,2276143,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BY, BZ, CH, CI, CL, CM, CO, CR, CV, CZ, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
The Bridges of Madison County,movie,"Drama, Romance",1995,tt0112579,7.6,90967,BE
Meet the Fockers,movie,"Comedy, Romance",2004,tt0290002,6.3,291430,CA
Finding Forrester,movie,"Drama, Sport",2000,tt0181536,7.3,90674,"AT, CH, DE, LI, LU"
The Piano,movie,"Drama, Music, Romance",1993,tt0107822,7.5,96828,"AU, FJ, NZ"
Together,movie,"Comedy, Drama, Romance",2000,tt0203166,7.4,24680,"DK, FI, NO, SE"
Top Gun,movie,"Action, Drama",1986,tt0092099,6.9,515520,"AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, GB, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
The Last Emperor,movie,"Biography, Drama, History",1987,tt0093389,7.7,113580,"HK, TW"
Shaun of the Dead,movie,"Comedy, Horror",2004,tt0365748,7.9,608655,"AD, AE, AL, AU, AZ, BA, BE, BG, BH, BY, CA, CH, CY, CZ, DK, DZ, EE, EG, ES, FI, FR, GB, GF, GG, GI, GR, HK, HR, HU, IE, IL, IQ, IS, IT, JO, JP, KR, KW, LB, LT, LU, LV, LY, MA, MC, MD, ME, MK, NO, NZ, OM, PF, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, TN, TR, TW, YE"
V for Vendetta,movie,"Action, Drama, Sci-Fi",2005,tt0434409,8.1,1197372,"CH, IT, SM"
Monty Python and the Holy Grail,movie,"Adventure, Comedy, Fantasy",1975,tt0071853,8.2,579099,FR
The Evil Dead,movie,Horror,1981,tt0083907,7.4,238880,"AT, CH, DE, LI, LU"
Harry Potter and the Half-Blood Prince,movie,"Action, Adventure, Family",2009,tt0417741,7.6,611000,"AU, GB, GG, IE, JP"
Goodfellas,movie,"Biography, Crime, Drama",1990,tt0099685,8.7,1290879,"AU, BA, BE, BG, CH, CZ, FJ, HK, HR, HU, ID, IT, LI, MD, ME, MK, MY, NZ, PH, PK, PL, RO, RS, SG, SI, SK, SM, TH, TW"
Gandhi,movie,"Biography, Drama, History",1982,tt0083987,8,241950,"PT, TR"
Kolya,movie,"Comedy, Drama, Music",1996,tt0116790,7.7,16410,"CZ, SK"
Mr. & Mrs. Smith,movie,"Action, Comedy, Crime",2005,tt0356910,6.5,554320,"AL, AO, AZ, BG, BY, CI, CM, CV, CZ, DZ, EE, GH, GQ, HR, HU, KE, LT, LV, LY, MA, MD, ME, MG, MK, ML, MU, MZ, NE, NG, PL, RO, RS, SC, SI, SK, SN, TD, TN, TZ, UA, UG, US, ZA, ZM, ZW"
Closely Watched Trains,movie,"Comedy, Drama, Romance",1966,tt0060802,7.6,14140,"CZ, SK"
The Fog,movie,"Horror, Mystery",2005,tt0432291,3.7,39869,"AZ, BY, CA, IL, JP, KR, MD, PL, UA"
City of Angels,movie,"Drama, Fantasy, Romance",1998,tt0120632,6.7,129748,"AD, ES, PT"
Persona,movie,"Drama, Thriller",1966,tt0060827,8,133575,"DK, FI, NO, SE"
Rosemary's Baby,movie,"Drama, Horror",1968,tt0063522,8,243574,"AZ, BY, LT, LV, UA"
Se7en,movie,"Crime, Drama, Mystery",1995,tt0114369,8.6,1852612,"AD, AU, BA, BG, CA, CZ, ES, FJ, HK, HR, HU, ID, IN, JP, KR, MD, ME, MK, MY, NZ, PH, PK, PL, PT, RO, RS, SG, SI, SK, TH, TW"
Airplane!,movie,Comedy,1980,tt0080339,7.7,267559,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Austin Powers: The Spy Who Shagged Me,movie,"Action, Adventure, Comedy",1999,tt0145660,6.7,253073,BA
Chinatown,movie,"Drama, Mystery, Thriller",1974,tt0071315,8.1,357680,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Underworld: Evolution,movie,"Action, Fantasy, Thriller",2006,tt0401855,6.7,211910,"FJ, HK, MY, SG, TW"
Barren Lives,movie,Drama,1963,tt0057654,7.5,3046,BR
Close Encounters of the Third Kind,movie,"Drama, Sci-Fi",1977,tt0075860,7.6,221697,"AZ, BY, MD, UA"
Dune,movie,"Action, Adventure, Sci-Fi",1984,tt0087182,6.3,183627,"AT, AU, DE, DK, FI, FJ, IS, LI, LU, NO, NZ, SE"
In the Mood for Love,movie,"Drama, Romance",2000,tt0118694,8.1,171562,KR
2046,movie,"Drama, Romance, Sci-Fi",2004,tt0212712,7.4,62720,KR
The Mask,movie,"Action, Comedy, Crime",1994,tt0110475,7,434215,"AD, BA, BG, CA, CH, CZ, ES, FJ, HK, HR, HU, ID, IN, IT, JP, KR, MD, ME, MK, MY, PH, PK, PL, PT, RO, RS, SG, SI, SK, SM, TH, TW"
Black Hawk Down,movie,"Action, Drama, History",2001,tt0265086,7.7,431621,"AD, AL, BA, BG, CH, CY, CZ, ES, GR, HR, HU, IT, MC, ME, MK, MT, RO, RS, SI, SK, SM, TR"
Saving Private Ryan,movie,"Drama, War",1998,tt0120815,8.6,1532909,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Sleepless in Seattle,movie,"Comedy, Drama, Romance",1993,tt0108160,6.8,194434,"LU, NL, PL"
Dangerous Liaisons,movie,"Drama, Romance",1988,tt0094947,7.5,76411,BE
The Running Man,movie,"Action, Sci-Fi, Thriller",1987,tt0093894,6.6,171681,"AZ, BY, LT, LV, TW, UA"
Tsotsi,movie,"Crime, Drama",2005,tt0468565,7.2,31808,"AO, CI, CM, CV, DZ, GH, GQ, KE, LY, MA, MG, ML, MU, MZ, NE, NG, SC, SN, TN, TZ, UG, ZA, ZM, ZW"
The Color Purple,movie,Drama,1985,tt0088939,7.7,99184,BE
A Man for All Seasons,movie,"Biography, Drama, History",1966,tt0060665,7.7,37963,"AZ, BY, DZ, MD, UA"
All the President's Men,movie,"Drama, History, Thriller",1976,tt0074119,7.9,128857,"AU, NZ"
Cinderella Man,movie,"Biography, Drama, Romance",2005,tt0352248,8,201313,"AG, BE, BM, BO, BS, BZ, CL, CO, CR, DK, DO, EC, GB, GG, GT, HK, HN, IE, JM, KR, LC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TW, US, UY, VE"
Dawn of the Dead,movie,"Action, Horror",2004,tt0363547,7.2,277792,"BR, FJ, HK, ID, MD, MY, PH, SG, TH, TW"
Godzilla,movie,"Action, Sci-Fi, Thriller",1998,tt0120685,5.4,206611,"AZ, BY, IN, MD, NL, PK, PT, UA"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,movie,"Comedy, War",1964,tt0057012,8.3,529125,LV
Lawrence of Arabia,movie,"Adventure, Biography, Drama",1962,tt0056172,8.3,322067,"AE, AZ, BH, BY, DZ, EE, EG, IL, IN, IQ, JO, KW, LB, LT, LV, LY, MA, MD, OM, PK, PS, QA, SA, TN, UA, YE"
Halloween,movie,"Horror, Thriller",1978,tt0077651,7.7,318130,AG
Kindergarten Cop,movie,"Action, Comedy, Crime",1990,tt0099938,6.2,165612,CA
Mission: Impossible,movie,"Action, Adventure, Thriller",1996,tt0117060,7.2,479407,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Mission: Impossible II,movie,"Action, Adventure, Thriller",2000,tt0120755,6.1,384525,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Mission: Impossible III,movie,"Action, Adventure, Thriller",2006,tt0317919,6.9,397178,"AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, GB, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Seven Years in Tibet,movie,"Adventure, Biography, Drama",1997,tt0120102,7.1,159002,"AL, BA, BE, BG, CA, CH, CZ, EE, FJ, HK, HR, HU, ID, IL, IS, IT, LT, LU, LV, MC, ME, MK, MT, MY, NL, NZ, PH, PL, PS, RO, RS, SG, SI, SK, SM, TH, TR, TW, US"
Irreversible,movie,"Crime, Drama, Mystery",2002,tt0290673,7.3,151388,KR
Whale Rider,movie,"Drama, Family",2002,tt0298228,7.5,44436,"AU, FJ, NZ"
Point Break,movie,"Action, Crime, Thriller",1991,tt0102685,7.3,208703,KR
The Thirteenth Floor,movie,"Mystery, Sci-Fi, Thriller",1999,tt0139809,7,78653,KR
The Prestige,movie,"Drama, Mystery, Sci-Fi",2006,tt0482571,8.5,1477246,"CY, TR"
Dreamgirls,movie,"Drama, Music, Musical",2006,tt0443489,6.6,78177,"AZ, BY, LT, LV, UA"
Babel,movie,Drama,2006,tt0449467,7.5,320452,"AG, AR, AU, BB, BO, BR, BZ, CA, CL, CO, CR, DO, EC, ES, GB, GI, GT, HN, IE, JM, LC, MX, NI, NZ, PA, PE, PY, SV, TC, TT, UY, VE"
The Queen,movie,"Biography, Drama",2006,tt0436697,7.3,116876,"CA, KR"
The Remains of the Day,movie,"Drama, Romance",1993,tt0107943,7.8,86864,"AZ, BE, BY, CY, DZ, EE, GR, IN, JP, LT, LV, MD, MT, PK, PL, PT, TR, UA"
Hannibal Rising,movie,"Adventure, Crime, Drama",2007,tt0367959,6.1,117671,"AT, CH, DE"
Ghost Rider,movie,"Action, Fantasy, Thriller",2007,tt0259324,5.3,256952,"AE, AG, AL, AR, BA, BB, BG, BH, BM, BO, BR, BS, BZ, CA, CL, CO, CR, CU, CZ, DO, EC, EG, FJ, GF, GT, HK, HN, HR, HU, ID, IQ, JM, JO, JP, KR, KW, LB, LC, LY, ME, MK, MT, MX, MY, NI, NZ, OM, PA, PE, PH, PL, PS, PY, QA, RO, RS, SA, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE, YE"
Letters from Iwo Jima,movie,"Action, Adventure, Drama",2006,tt0498380,7.8,171961,"CH, IT, JP, SM"
"Don't Worry, I'm Fine",movie,Drama,2006,tt0485241,7.3,11440,"BG, EE, GR, HR, IS, LT, LV, PT, RO, SI"
The Host,movie,"Drama, Horror, Sci-Fi",2006,tt0468492,7.1,135500,"KR, PS"
Bridge to Terabithia,movie,"Drama, Family, Fantasy",2007,tt0398808,7.2,177995,"IT, MC, MT, SM"
Street Kings,movie,"Action, Crime, Thriller",2008,tt0421073,6.8,122585,ES
Mr. Bean's Holiday,movie,"Comedy, Family",2007,tt0453451,6.4,136241,"AD, AL, AT, AZ, BA, BE, BG, BY, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GF, GR, HR, HU, IS, IT, LT, LU, LV, MC, MD, ME, MK, NO, PF, PL, PT, RO, RS, SE, SI, SK, TR, TZ"
300,movie,"Action, Drama",2006,tt0416449,7.6,877822,"AD, BA, BE, BG, CH, CZ, FR, GF, HR, HU, IN, KR, LU, MC, MD, ME, MK, PF, PL, RO, RS, SI, SK, US"
TMNT,movie,"Action, Adventure, Animation",2007,tt0453556,6.2,70138,"AU, FJ, ID, MY, NZ, PH, SG, TH"
The Dreamers,movie,"Drama, Romance",2003,tt0309987,7.1,134879,"AE, BH, DZ, EG, IQ, JO, KW, LB, LY, MA, OM, PS, QA, SA, TN, YE"
3-Iron,movie,"Crime, Drama, Romance",2004,tt0423866,7.9,59137,KR
"Torrente, the Dumb Arm of the Law",movie,"Comedy, Crime",1998,tt0120868,6.8,13888,ES
Torrente 2: Mission in Marbella,movie,"Action, Comedy, Crime",2001,tt0257231,6.4,8117,ES
Torrente 3: El protector,movie,"Comedy, Crime",2005,tt0444505,5.6,6407,ES
Four Minutes,movie,"Drama, Music",2006,tt0461694,7.3,7539,"AT, CH, DE"
American Psycho,movie,"Crime, Drama, Horror",2000,tt0144084,7.6,750299,"AL, AT, AU, BG, CA, CZ, DE, ES, FJ, GB, GG, GI, GR, HR, HU, IE, IT, LI, LU, MC, ME, MK, MT, NZ, PT, RO, RS, SI, SK, SM, US"
Frida,movie,"Biography, Drama, Romance",2002,tt0120679,7.3,96772,HR
Sex and Lucía,movie,"Drama, Romance",2001,tt0254455,7,39276,ES
Monster's Ball,movie,"Drama, Romance",2001,tt0285742,7,95324,"IT, MC, MT, SM"
First Blood,movie,"Action, Adventure, Thriller",1982,tt0083944,7.7,282686,"AR, BO, BR, BZ, CA, CL, CO, CR, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Rambo: First Blood Part II,movie,"Action, Adventure, Thriller",1985,tt0089880,6.5,186255,"AR, BO, BR, BZ, CL, CO, CR, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Rambo III,movie,"Action, Adventure, Thriller",1988,tt0095956,5.8,142700,"AR, BO, BR, BZ, CL, CO, CR, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Blood Diamond,movie,"Adventure, Drama, Thriller",2006,tt0450259,8,597193,"AD, AT, BE, CH, CY, DE, ES, GB, GG, IE, JP, KR, LI, LU, PT, TR"
The Pursuit of Happyness,movie,"Biography, Drama",2006,tt0454921,8,576292,"AD, AG, AO, AR, BB, BE, BM, BO, BR, BS, BZ, CI, CL, CM, CO, CR, CU, CV, DO, EC, ES, FJ, GF, GH, GQ, GT, HK, HN, ID, IL, JM, JP, KE, KR, LC, LU, MG, ML, MX, MY, MZ, NE, NG, NI, NL, PA, PE, PH, PL, PT, PY, SC, SG, SN, SV, TC, TD, TH, TT, TW, TZ, UG, UY, VE, ZA, ZM, ZW"
"Sex, Lies, and Videotape",movie,Drama,1989,tt0098724,7.2,60666,"AZ, BY, FJ, HK, ID, IN, MD, MY, PH, SG, TH, TW, UA"
Pan's Labyrinth,movie,"Drama, Fantasy, War",2006,tt0457430,8.2,713838,KR
Take My Eyes,movie,"Drama, Romance",2003,tt0350193,7.4,7599,ES
The Departed,movie,"Crime, Drama, Thriller",2006,tt0407887,8.5,1453949,"AD, AU, ES, JP, NZ, PT"
Perfume: The Story of a Murderer,movie,"Crime, Drama, Fantasy",2006,tt0396171,7.5,269379,"AE, AO, AT, BE, BH, CH, CI, CM, DE, EG, GH, GQ, ID, IQ, JO, KE, KR, KW, LB, LI, LU, LY, MY, MZ, NE, NG, NL, OM, PH, QA, SA, SC, SG, SN, TD, TH, TR, TZ, UG, YE, ZA, ZM, ZW"
Once Upon a Time in Mexico,movie,"Action, Crime, Thriller",2003,tt0285823,6.3,171668,"IS, PT"
Little Children,movie,"Drama, Romance",2006,tt0404203,7.5,118262,"AD, ES, PT"
The Virgin Suicides,movie,"Drama, Romance",1999,tt0159097,7.2,174122,"AD, AE, AL, AZ, BA, BG, BH, BY, CY, CZ, DK, DZ, EE, EG, ES, FI, FR, GF, GR, HK, HR, HU, IL, IQ, IS, IT, JO, KR, KW, LB, LT, LV, LY, MA, MC, MD, ME, MK, NO, OM, PF, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, TN, TR, TW, YE"
